Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2016-10-29 10:00:00.000 +0200,Mostly Cloudy,rain,9.894444444,7.577777778,0.8,16.905,294,0,0,1028.11,Mostly cloudy until evening.
2016-10-29 11:00:00.000 +0200,Overcast,null,11.51111111,11.51111111,0.73,18.4184,299,0,0,1027.91,Mostly cloudy until evening.
2016-10-29 12:00:00.000 +0200,Overcast,null,13.05555556,13.05555556,0.67,20.3826,304,0,0,1027.4,Mostly cloudy until evening.
2016-10-29 13:00:00.000 +0200,Overcast,null,14.03333333,14.03333333,0.61,22.2663,309,0,0,1026.75,Mostly cloudy until evening.
2016-10-29 14:00:00.000 +0200,Overcast,null,14.36666667,14.36666667,0.58,23.1518,312,0,0,1026.33,Mostly cloudy until evening.
2016-10-29 15:00:00.000 +0200,Mostly Cloudy,null,13.9,13.9,0.58,22.2985,316,0,0,1026.1,Mostly cloudy until evening.
2016-10-29 16:00:00.000 +0200,Mostly Cloudy,null,12.91111111,12.91111111,0.61,20.0123,321,0,0,1026.01,Mostly cloudy until evening.
2016-10-29 17:00:00.000 +0200,Mostly Cloudy,null,11.80555556,11.80555556,0.63,18.1447,325,0,0,1026.05,Mostly cloudy until evening.
2016-10-29 18:00:00.000 +0200,Mostly Cloudy,null,10.73888889,10.73888889,0.64,18.1447,323,0,0,1026.34,Mostly cloudy until evening.
2016-10-29 19:00:00.000 +0200,Mostly Cloudy,null,9.661111111,7.061111111,0.66,19.0463,318,0,0,1026.82,Mostly cloudy until evening.
2016-10-29 20:00:00.000 +0200,Mostly Cloudy,null,8.705555556,5.811111111,0.67,19.4649,316,0,0,1027.19,Mostly cloudy until evening.
2016-10-29 21:00:00.000 +0200,Partly Cloudy,null,7.933333333,4.9,0.69,18.9336,317,0,0,1027.43,Mostly cloudy until evening.
2016-10-29 22:00:00.000 +0200,Clear,null,7.266666667,4.183333333,0.71,17.9354,319,0,0,1027.59,Mostly cloudy until evening.
2016-10-29 23:00:00.000 +0200,Clear,null,6.605555556,3.488888889,0.74,16.8889,320,0,0,1027.68,Mostly cloudy until evening.
2016-10-03 00:00:00.000 +0200,Overcast,rain,15.51111111,15.51111111,0.96,6.1824,348,8.8389,0,1015.33,Foggy starting overnight continuing until morning.
2016-10-03 01:00:00.000 +0200,Overcast,rain,15,15,1,3.22,310,7.8246,0,1015.34,Foggy starting overnight continuing until morning.
2016-10-03 02:00:00.000 +0200,Overcast,rain,15.03333333,15.03333333,1,4.1216,308,4.347,0,1015.85,Foggy starting overnight continuing until morning.
2016-10-03 03:00:00.000 +0200,Foggy,rain,15.51111111,15.51111111,0.96,3.0268,272,2.5921,0,1015.82,Foggy starting overnight continuing until morning.
2016-10-03 04:00:00.000 +0200,Foggy,rain,15.51111111,15.51111111,0.96,0,0,3.059,0,1015.72,Foggy starting overnight continuing until morning.
2016-10-03 05:00:00.000 +0200,Overcast,rain,15.51666667,15.51666667,0.96,2.3506,71,3.3488,0,1015.86,Foggy starting overnight continuing until morning.
2016-10-03 06:00:00.000 +0200,Foggy,rain,15,15,1,0.3542,280,1.9642,0,1016.04,Foggy starting overnight continuing until morning.
2016-10-03 07:00:00.000 +0200,Foggy,rain,14.88333333,14.88333333,1,5.4257,280,2.5921,0,1016.35,Foggy starting overnight continuing until morning.
2016-10-03 08:00:00.000 +0200,Overcast,rain,14.98333333,14.98333333,0.99,7.8729,269,4.3148,0,1016.65,Foggy starting overnight continuing until morning.
2016-10-03 09:00:00.000 +0200,Overcast,rain,13.79444444,13.79444444,0.93,21.8638,300,9.982,0,1017.39,Foggy starting overnight continuing until morning.
2016-10-03 10:00:00.000 +0200,Mostly Cloudy,rain,14.88333333,14.88333333,0.87,23.023,310,9.982,0,1017.77,Foggy starting overnight continuing until morning.
2016-10-03 11:00:00.000 +0200,Mostly Cloudy,rain,15.85,15.85,0.81,15.617,313,10.3523,0,1018.21,Foggy starting overnight continuing until morning.
2016-10-03 12:00:00.000 +0200,Mostly Cloudy,rain,17.12777778,17.12777778,0.72,21.896,310,9.982,0,1018.06,Foggy starting overnight continuing until morning.
2016-10-03 13:00:00.000 +0200,Partly Cloudy,rain,17.80555556,17.80555556,0.72,20.7368,310,9.982,0,1017.93,Foggy starting overnight continuing until morning.
2016-10-03 14:00:00.000 +0200,Mostly Cloudy,rain,18.72777778,18.72777778,0.6,24.5203,293,10.3523,0,1017.95,Foggy starting overnight continuing until morning.
2016-10-03 15:00:00.000 +0200,Mostly Cloudy,rain,17.75555556,17.75555556,0.56,26.404,291,10.2557,0,1017.95,Foggy starting overnight continuing until morning.
2016-10-03 16:00:00.000 +0200,Mostly Cloudy,rain,17.12777778,17.12777778,0.54,23.5221,300,10.2557,0,1018.37,Foggy starting overnight continuing until morning.
2016-10-03 17:00:00.000 +0200,Mostly Cloudy,rain,15.89444444,15.89444444,0.62,15.2628,301,14.9569,0,1018.89,Foggy starting overnight continuing until morning.
2016-10-03 18:00:00.000 +0200,Mostly Cloudy,rain,13.79444444,13.79444444,0.84,21.3969,279,9.982,0,1018.96,Foggy starting overnight continuing until morning.
2016-10-03 19:00:00.000 +0200,Mostly Cloudy,rain,12.24444444,12.24444444,0.86,12.1716,288,9.982,0,1019.72,Foggy starting overnight continuing until morning.
2016-10-03 20:00:00.000 +0200,Overcast,rain,12.27222222,12.27222222,0.87,9.0482,264,15.1501,0,1020.07,Foggy starting overnight continuing until morning.
2016-10-03 21:00:00.000 +0200,Overcast,rain,12.22222222,12.22222222,0.86,11.1895,251,16.1,0,1020.2,Foggy starting overnight continuing until morning.
2016-10-03 22:00:00.000 +0200,Overcast,rain,12.17777778,12.17777778,0.9,14.0875,242,16.1,0,1020.03,Foggy starting overnight continuing until morning.
2016-10-03 23:00:00.000 +0200,Partly Cloudy,rain,12.21666667,12.21666667,0.91,13.9909,256,15.1823,0,1020.06,Foggy starting overnight continuing until morning.
2016-10-30 00:00:00.000 +0200,Clear,null,6.333333333,3.277777778,0.75,15.939,319,0,0,1027.62,Clear throughout the day.
2016-10-30 01:00:00.000 +0200,Clear,null,5.438888889,2.316666667,0.77,14.9569,318,0,0,1027.55,Clear throughout the day.
2016-10-30 02:00:00.000 +0200,Clear,null,4.383333333,1.188888889,0.79,13.8782,316,0,0,1027.48,Clear throughout the day.
2016-10-30 02:00:00.000 +0100,Clear,null,3.861111111,0.661111111,0.81,13.2503,314,0,0,1027.36,Clear throughout the day.
2016-10-30 03:00:00.000 +0100,Clear,null,3.688888889,0.522222222,0.83,12.8317,313,0,0,1027.23,Clear throughout the day.
2016-10-30 04:00:00.000 +0100,Clear,null,3.694444444,0.583333333,0.84,12.558,311,0,0,1027.15,Clear throughout the day.
2016-10-30 05:00:00.000 +0100,Clear,null,3.6,0.527777778,0.86,12.2682,309,0,0,1027.18,Clear throughout the day.
2016-10-30 06:00:00.000 +0100,Clear,null,3.672222222,0.633333333,0.86,12.1394,307,0,0,1027.25,Clear throughout the day.
2016-10-30 07:00:00.000 +0100,Clear,null,4.066666667,1.044444444,0.84,12.5258,307,0,0,1027.25,Clear throughout the day.
2016-10-30 08:00:00.000 +0100,Clear,null,5.211111111,2.216666667,0.79,13.7977,311,0,0,1027.16,Clear throughout the day.
2016-10-30 09:00:00.000 +0100,Clear,null,6.955555556,4.094444444,0.71,15.5848,316,0,0,1027.01,Clear throughout the day.
2016-10-30 10:00:00.000 +0100,Clear,null,8.711111111,6.083333333,0.64,17.0982,319,0,0,1026.77,Clear throughout the day.
2016-10-30 11:00:00.000 +0100,Clear,null,10.13888889,10.13888889,0.59,18.2091,319,0,0,1026.35,Clear throughout the day.
2016-10-30 12:00:00.000 +0100,Clear,null,11.26666667,11.26666667,0.56,18.9336,318,0,0,1025.79,Clear throughout the day.
2016-10-30 13:00:00.000 +0100,Clear,null,11.83888889,11.83888889,0.55,18.9175,318,0,0,1025.26,Clear throughout the day.
2016-10-30 14:00:00.000 +0100,Clear,null,11.68888889,11.68888889,0.57,17.5973,317,0,0,1024.9,Clear throughout the day.
2016-10-30 15:00:00.000 +0100,Clear,null,11.06111111,11.06111111,0.61,15.6492,317,0,0,1024.66,Clear throughout the day.
2016-10-30 16:00:00.000 +0100,Clear,null,10.22777778,10.22777778,0.65,13.8782,316,0,0,1024.55,Clear throughout the day.
2016-10-30 17:00:00.000 +0100,Clear,null,9.277777778,7.355555556,0.69,12.6224,314,0,0,1024.65,Clear throughout the day.
2016-10-30 18:00:00.000 +0100,Clear,null,8.222222222,6.238888889,0.73,11.6403,313,0,0,1024.91,Clear throughout the day.
2016-10-30 19:00:00.000 +0100,Clear,null,7.238888889,5.172222222,0.76,10.9158,312,0,0,1025.14,Clear throughout the day.
2016-10-30 20:00:00.000 +0100,Clear,null,6.35,4.105555556,0.78,10.9158,312,0,0,1025.33,Clear throughout the day.
2016-10-30 21:00:00.000 +0100,Clear,null,5.522222222,3.061111111,0.8,11.1734,313,0,0,1025.51,Clear throughout the day.
2016-10-30 22:00:00.000 +0100,Clear,null,4.755555556,2.2,0.82,10.8675,316,0,0,1025.62,Clear throughout the day.
2016-10-30 23:00:00.000 +0100,Clear,null,3.9,1.511111111,0.84,9.338,325,0,0,1025.66,Clear throughout the day.
2016-10-31 00:00:00.000 +0100,Clear,null,3.644444444,1.738888889,0.85,7.3738,339,0,0,1025.59,Mostly cloudy starting in the afternoon.
2016-10-31 01:00:00.000 +0100,Clear,null,2.783333333,1.033333333,0.86,6.44,3,0,0,1025.55,Mostly cloudy starting in the afternoon.
2016-10-31 02:00:00.000 +0100,Clear,null,2.205555556,2.205555556,0.87,3.0912,347,0,0,1025.39,Mostly cloudy starting in the afternoon.
2016-10-31 03:00:00.000 +0100,Clear,null,1.911111111,1.911111111,0.87,2.5438,279,0,0,1025.17,Mostly cloudy starting in the afternoon.
2016-10-31 04:00:00.000 +0100,Clear,null,1.905555556,1.905555556,0.88,4.7656,246,0,0,1024.98,Mostly cloudy starting in the afternoon.
2016-10-31 05:00:00.000 +0100,Clear,null,1.894444444,0.088888889,0.89,6.2146,245,0,0,1024.84,Mostly cloudy starting in the afternoon.
2016-10-31 06:00:00.000 +0100,Clear,null,1.983333333,-0.133333333,0.91,7.1645,252,0,0,1024.81,Mostly cloudy starting in the afternoon.
2016-10-31 07:00:00.000 +0100,Clear,null,2.494444444,0.227777778,0.9,7.9373,258,0,0,1024.76,Mostly cloudy starting in the afternoon.
2016-10-31 08:00:00.000 +0100,Clear,null,3.766666667,1.561111111,0.86,8.5169,258,0,0,1024.65,Mostly cloudy starting in the afternoon.
2016-10-31 09:00:00.000 +0100,Clear,null,5.688888889,3.783333333,0.8,8.7262,259,0,0,1024.48,Mostly cloudy starting in the afternoon.
2016-10-31 10:00:00.000 +0100,Clear,null,7.688888889,6.177777778,0.75,8.5813,264,0,0,1024.2,Mostly cloudy starting in the afternoon.
2016-10-31 11:00:00.000 +0100,Clear,null,9.594444444,7.972222222,0.71,11.1251,276,0,0,1023.7,Mostly cloudy starting in the afternoon.
2016-10-31 12:00:00.000 +0100,Clear,null,11.49444444,11.49444444,0.69,14.0553,284,0,0,1023.06,Mostly cloudy starting in the afternoon.
2016-10-31 13:00:00.000 +0100,Clear,null,12.76666667,12.76666667,0.67,22.54,286,0,0,1022.49,Mostly cloudy starting in the afternoon.
2016-10-31 14:00:00.000 +0100,Partly Cloudy,null,13.02222222,13.02222222,0.68,14.168,291,0,0,1022.12,Mostly cloudy starting in the afternoon.
2016-10-31 15:00:00.000 +0100,Partly Cloudy,null,12.53888889,12.53888889,0.71,10.9641,293,0,0,1021.9,Mostly cloudy starting in the afternoon.
2016-10-31 16:00:00.000 +0100,Mostly Cloudy,null,11.75555556,11.75555556,0.74,8.3237,294,0,0,1021.75,Mostly cloudy starting in the afternoon.
2016-10-31 17:00:00.000 +0100,Mostly Cloudy,null,10.68888889,10.68888889,0.78,7.5187,293,0,0,1021.69,Mostly cloudy starting in the afternoon.
2016-10-31 18:00:00.000 +0100,Mostly Cloudy,null,9.394444444,8.377777778,0.82,7.6797,290,0,0,1021.7,Mostly cloudy starting in the afternoon.
2016-10-31 19:00:00.000 +0100,Mostly Cloudy,null,8.322222222,7.044444444,0.85,8.0339,290,0,0,1021.73,Mostly cloudy starting in the afternoon.
2016-10-31 20:00:00.000 +0100,Mostly Cloudy,null,7.627777778,6.183333333,0.87,8.2271,293,0,0,1021.76,Mostly cloudy starting in the afternoon.
2016-10-31 21:00:00.000 +0100,Mostly Cloudy,null,7.111111111,5.511111111,0.89,8.5008,297,0,0,1021.81,Mostly cloudy starting in the afternoon.
2016-10-31 22:00:00.000 +0100,Partly Cloudy,null,6.672222222,4.961111111,0.9,8.6457,299,0,0,1021.83,Mostly cloudy starting in the afternoon.
2016-10-31 23:00:00.000 +0100,Mostly Cloudy,null,6.322222222,4.588888889,0.91,8.4686,299,0,0,1021.8,Mostly cloudy starting in the afternoon.
2016-10-04 00:00:00.000 +0200,Mostly Cloudy,rain,12.17777778,12.17777778,0.9,17.1304,260,16.1,0,1019.84,Mostly cloudy throughout the day.
2016-10-04 01:00:00.000 +0200,Mostly Cloudy,rain,12.06666667,12.06666667,0.86,14.168,270,16.1,0,1019.54,Mostly cloudy throughout the day.
2016-10-04 02:00:00.000 +0200,Partly Cloudy,rain,11.99444444,11.99444444,0.85,16.6152,263,15.1823,0,1019.57,Mostly cloudy throughout the day.
2016-10-04 03:00:00.000 +0200,Partly Cloudy,rain,11.04444444,11.04444444,0.86,16.9855,260,16.1,0,1019.43,Mostly cloudy throughout the day.
2016-10-04 04:00:00.000 +0200,Partly Cloudy,rain,10.51111111,10.51111111,0.89,14.0392,260,16.1,0,1019.23,Mostly cloudy throughout the day.
2016-10-04 05:00:00.000 +0200,Mostly Cloudy,rain,11.12777778,11.12777778,0.87,13.7172,272,14.9569,0,1019.13,Mostly cloudy throughout the day.
2016-10-04 06:00:00.000 +0200,Mostly Cloudy,rain,10.05,10.05,0.86,14.168,261,15.8263,0,1018.72,Mostly cloudy throughout the day.
2016-10-04 07:00:00.000 +0200,Mostly Cloudy,rain,11.04444444,11.04444444,0.86,12.6546,260,15.8263,0,1018.6,Mostly cloudy throughout the day.
2016-10-04 08:00:00.000 +0200,Mostly Cloudy,rain,11.03888889,11.03888889,0.87,12.5419,255,14.9569,0,1018.53,Mostly cloudy throughout the day.
2016-10-04 09:00:00.000 +0200,Overcast,rain,12.15,12.15,0.81,20.5597,270,9.982,0,1018.31,Mostly cloudy throughout the day.
2016-10-04 10:00:00.000 +0200,Overcast,rain,12.15,12.15,0.86,17.2109,251,9.7566,0,1018.1,Mostly cloudy throughout the day.
2016-10-04 11:00:00.000 +0200,Overcast,rain,12.31111111,12.31111111,0.86,16.9855,258,10.1913,0,1017.86,Mostly cloudy throughout the day.
2016-10-04 12:00:00.000 +0200,Overcast,rain,12.24444444,12.24444444,0.86,14.0875,243,9.982,0,1017.41,Mostly cloudy throughout the day.
2016-10-04 13:00:00.000 +0200,Overcast,rain,12.26666667,12.26666667,0.86,27.5954,280,9.0643,0,1016.82,Mostly cloudy throughout the day.
2016-10-04 14:00:00.000 +0200,Overcast,rain,11.48333333,11.48333333,0.91,22.3307,265,8.7745,0,1016.68,Mostly cloudy throughout the day.
2016-10-04 15:00:00.000 +0200,Overcast,rain,11.22777778,11.22777778,0.92,24.6169,261,9.982,0,1016.2,Mostly cloudy throughout the day.
2016-10-04 16:00:00.000 +0200,Overcast,rain,11.20555556,11.20555556,0.92,17.2109,261,9.982,0,1015.72,Mostly cloudy throughout the day.
2016-10-04 17:00:00.000 +0200,Overcast,rain,11.31666667,11.31666667,0.93,16.5025,275,9.9015,0,1015.55,Mostly cloudy throughout the day.
2016-10-04 18:00:00.000 +0200,Overcast,rain,11.18333333,11.18333333,0.93,13.9587,272,9.9015,0,1015.45,Mostly cloudy throughout the day.
2016-10-04 19:00:00.000 +0200,Overcast,rain,11.16111111,11.16111111,1,14.1358,282,9.9015,0,1015.48,Mostly cloudy throughout the day.
2016-10-04 20:00:00.000 +0200,Overcast,rain,12.03333333,12.03333333,0.94,13.4113,302,9.4507,0,1015.48,Mostly cloudy throughout the day.
2016-10-04 21:00:00.000 +0200,Overcast,rain,12.12777778,12.12777778,0.93,23.1196,349,8.1305,0,1015.63,Mostly cloudy throughout the day.
2016-10-04 22:00:00.000 +0200,Overcast,rain,11.60555556,11.60555556,0.87,25.8727,9,13.6367,0,1016.25,Mostly cloudy throughout the day.
2016-10-04 23:00:00.000 +0200,Breezy and Overcast,rain,10.07777778,10.07777778,0.81,29.1249,9,14.9569,0,1017.13,Mostly cloudy throughout the day.
2016-10-05 00:00:00.000 +0200,Overcast,rain,9.972222222,6.977777778,0.81,24.311,359,16.1,0,1017.73,Mostly cloudy throughout the day.
2016-10-05 01:00:00.000 +0200,Overcast,rain,9.977777778,7.661111111,0.86,17.0821,330,16.1,0,1018.11,Mostly cloudy throughout the day.
2016-10-05 02:00:00.000 +0200,Mostly Cloudy,rain,9.388888889,7.372222222,0.87,13.4918,322,15.1823,0,1018.25,Mostly cloudy throughout the day.
2016-10-05 03:00:00.000 +0200,Mostly Cloudy,rain,9.861111111,7.516666667,0.8,17.1143,319,16.1,0,1018.25,Mostly cloudy throughout the day.
2016-10-05 04:00:00.000 +0200,Mostly Cloudy,rain,9.283333333,6.766666667,0.78,17.3075,320,16.1,0,1018.81,Mostly cloudy throughout the day.
2016-10-05 05:00:00.000 +0200,Mostly Cloudy,rain,9.116666667,6.677777778,0.73,16.3415,322,15.1823,0,1019.07,Mostly cloudy throughout the day.
2016-10-05 06:00:00.000 +0200,Mostly Cloudy,rain,7.611111111,4.233333333,0.76,21.413,300,16.1,0,1019.42,Mostly cloudy throughout the day.
2016-10-05 07:00:00.000 +0200,Mostly Cloudy,rain,7.061111111,3.377777778,0.79,22.8942,310,16.1,0,1019.51,Mostly cloudy throughout the day.
2016-10-05 08:00:00.000 +0200,Mostly Cloudy,rain,7.538888889,4.394444444,0.73,18.998,311,15.5526,0,1019.93,Mostly cloudy throughout the day.
2016-10-05 09:00:00.000 +0200,Partly Cloudy,rain,7.827777778,4.583333333,0.75,20.5919,310,10.2557,0,1019.87,Mostly cloudy throughout the day.
2016-10-05 10:00:00.000 +0200,Partly Cloudy,rain,8.938888889,6.461111111,0.7,16.261,312,9.982,0,1020.05,Mostly cloudy throughout the day.
2016-10-05 11:00:00.000 +0200,Partly Cloudy,rain,11.01111111,11.01111111,0.6,19.803,314,10.3523,0,1019.93,Mostly cloudy throughout the day.
2016-10-05 12:00:00.000 +0200,Partly Cloudy,rain,12.15555556,12.15555556,0.56,16.3093,311,9.982,0,1019.85,Mostly cloudy throughout the day.
2016-10-05 13:00:00.000 +0200,Mostly Cloudy,rain,11.11111111,11.11111111,0.53,17.7905,291,10.2557,0,1019.73,Mostly cloudy throughout the day.
2016-10-05 14:00:00.000 +0200,Partly Cloudy,rain,12.11111111,12.11111111,0.49,20.8656,313,10.3523,0,1019.34,Mostly cloudy throughout the day.
2016-10-05 15:00:00.000 +0200,Mostly Cloudy,rain,11.11666667,11.11666667,0.5,22.2341,300,9.982,0,1019.14,Mostly cloudy throughout the day.
2016-10-05 16:00:00.000 +0200,Mostly Cloudy,rain,10.09444444,10.09444444,0.57,20.0445,281,9.982,0,1019.12,Mostly cloudy throughout the day.
2016-10-05 17:00:00.000 +0200,Mostly Cloudy,rain,9.994444444,7.422222222,0.57,19.642,300,15.5526,0,1018.96,Mostly cloudy throughout the day.
2016-10-05 18:00:00.000 +0200,Partly Cloudy,rain,8.861111111,6.838888889,0.58,12.719,262,16.1,0,1018.55,Mostly cloudy throughout the day.
2016-10-05 19:00:00.000 +0200,Mostly Cloudy,rain,7.288888889,3.538888889,0.78,24.3271,289,10.2557,0,1018.74,Mostly cloudy throughout the day.
2016-10-05 20:00:00.000 +0200,Partly Cloudy,rain,6.35,4.166666667,0.83,10.5938,239,15.1823,0,1018.91,Mostly cloudy throughout the day.
2016-10-05 21:00:00.000 +0200,Mostly Cloudy,rain,6.094444444,3.261111111,0.79,14.0231,250,15.8263,0,1018.51,Mostly cloudy throughout the day.
2016-10-05 22:00:00.000 +0200,Mostly Cloudy,rain,6.094444444,3.261111111,0.82,14.0392,250,16.1,0,1018.1,Mostly cloudy throughout the day.
2016-10-05 23:00:00.000 +0200,Mostly Cloudy,rain,5.633333333,2.7,0.83,14.007,253,14.9569,0,1018.07,Mostly cloudy throughout the day.
2016-10-06 00:00:00.000 +0200,Mostly Cloudy,rain,5.65,2.644444444,0.82,14.49,240,15.8263,0,1017.39,Overcast throughout the day.
2016-10-06 01:00:00.000 +0200,Overcast,rain,5.533333333,2.577777778,0.83,14.007,231,15.8263,0,1016.68,Overcast throughout the day.
2016-10-06 02:00:00.000 +0200,Mostly Cloudy,rain,5.727777778,2.466666667,0.86,16.4059,226,14.9569,0,1016.6,Overcast throughout the day.
2016-10-06 03:00:00.000 +0200,Overcast,rain,6.644444444,3.533333333,0.82,16.9211,221,15.8263,0,1015.87,Overcast throughout the day.
2016-10-06 04:00:00.000 +0200,Overcast,rain,6.622222222,3.522222222,0.82,16.7601,232,15.778,0,1015.47,Overcast throughout the day.
2016-10-06 05:00:00.000 +0200,Overcast,rain,7,3.338888889,0.82,22.54,243,14.9569,0,1015.69,Overcast throughout the day.
2016-10-06 06:00:00.000 +0200,Overcast,rain,6.088888889,2.3,0.87,21.3808,230,9.9015,0,1015.56,Overcast throughout the day.
2016-10-06 07:00:00.000 +0200,Overcast,rain,6.088888889,3.783333333,0.86,10.948,232,9.7566,0,1015.45,Overcast throughout the day.
2016-10-06 08:00:00.000 +0200,Overcast,rain,6.205555556,3.716666667,0.86,12.1072,210,10.1591,0,1015.42,Overcast throughout the day.
2016-10-06 09:00:00.000 +0200,Overcast,rain,7.172222222,4.588888889,0.8,14.007,202,9.8049,0,1015.34,Overcast throughout the day.
2016-10-06 10:00:00.000 +0200,Overcast,rain,7.222222222,3.894444444,0.86,19.9157,201,9.8049,0,1015.33,Overcast throughout the day.
2016-10-06 11:00:00.000 +0200,Overcast,rain,7.477777778,4.338888889,0.85,18.837,213,10.1591,0,1015.53,Overcast throughout the day.
2016-10-06 12:00:00.000 +0200,Overcast,rain,7.755555556,4.588888889,0.84,19.6903,221,9.8532,0,1015.36,Overcast throughout the day.
2016-10-06 13:00:00.000 +0200,Overcast,rain,8.794444444,6.366666667,0.78,15.6009,221,9.8049,0,1015.44,Overcast throughout the day.
2016-10-06 14:00:00.000 +0200,Overcast,rain,9.066666667,6.394444444,0.75,18.2574,227,10.3523,0,1015.37,Overcast throughout the day.
2016-10-06 15:00:00.000 +0200,Overcast,rain,8.861111111,6.3,0.78,16.8245,221,9.982,0,1014.98,Overcast throughout the day.
2016-10-06 16:00:00.000 +0200,Overcast,rain,8.861111111,6.688888889,0.83,13.7977,211,9.982,0,1014.97,Overcast throughout the day.
2016-10-06 17:00:00.000 +0200,Overcast,rain,9.477777778,7.488888889,0.81,13.4113,219,15.3111,0,1015.09,Overcast throughout the day.
2016-10-06 18:00:00.000 +0200,Overcast,rain,8.838888889,7.316666667,0.83,9.7083,221,9.982,0,1015.3,Overcast throughout the day.
2016-10-06 19:00:00.000 +0200,Overcast,rain,7.8,6.361111111,0.96,8.3398,240,9.982,0,1015.69,Overcast throughout the day.
2016-10-06 20:00:00.000 +0200,Overcast,rain,7.955555556,6.55,0.88,8.3076,243,14.9569,0,1015.99,Overcast throughout the day.
2016-10-06 21:00:00.000 +0200,Mostly Cloudy,rain,7.777777778,6.377777778,0.89,8.1305,232,15.8263,0,1015.99,Overcast throughout the day.
2016-10-06 22:00:00.000 +0200,Mostly Cloudy,rain,7.727777778,6.705555556,0.89,6.601,242,15.8263,0,1016.2,Overcast throughout the day.
2016-10-06 23:00:00.000 +0200,Mostly Cloudy,rain,7.316666667,6.111111111,0.9,7.0518,250,14.9569,0,1016.56,Overcast throughout the day.
2016-10-07 00:00:00.000 +0200,Overcast,rain,7.633333333,5.672222222,0.93,10.8192,211,15.7297,0,1016.92,Mostly cloudy throughout the day.
2016-10-07 01:00:00.000 +0200,Overcast,rain,7.538888889,6.627777778,0.94,6.1019,223,15.5526,0,1016.92,Mostly cloudy throughout the day.
2016-10-07 02:00:00.000 +0200,Overcast,rain,7.633333333,7.633333333,0.93,2.5116,202,14.6188,0,1017.29,Mostly cloudy throughout the day.
2016-10-07 03:00:00.000 +0200,Mostly Cloudy,rain,7.466666667,7.466666667,0.93,2.9302,111,15.4077,0,1016.93,Mostly cloudy throughout the day.
2016-10-07 04:00:00.000 +0200,Overcast,rain,7.516666667,7.516666667,0.93,0,0,15.4077,0,1016.73,Mostly cloudy throughout the day.
2016-10-07 05:00:00.000 +0200,Overcast,rain,7.488888889,7.488888889,0.93,3.1878,188,14.5866,0,1016.94,Mostly cloudy throughout the day.
2016-10-07 06:00:00.000 +0200,Overcast,rain,7.516666667,7.516666667,0.96,3.22,60,9.5312,0,1016.84,Mostly cloudy throughout the day.
2016-10-07 07:00:00.000 +0200,Overcast,rain,7.516666667,7.516666667,0.96,3.3649,4,9.5312,0,1016.95,Mostly cloudy throughout the day.
2016-10-07 08:00:00.000 +0200,Overcast,rain,7.488888889,7.488888889,0.96,3.1717,66,9.6117,0,1017.23,Mostly cloudy throughout the day.
2016-10-07 09:00:00.000 +0200,Overcast,rain,8.577777778,7.033333333,0.9,9.5473,41,9.5312,0,1016.96,Mostly cloudy throughout the day.
2016-10-07 10:00:00.000 +0200,Overcast,rain,8.722222222,6.922222222,0.93,11.109,41,9.5956,0,1017.07,Mostly cloudy throughout the day.
2016-10-07 11:00:00.000 +0200,Mostly Cloudy,rain,8.005555556,6.05,0.95,11.1573,24,9.7566,0,1017.32,Mostly cloudy throughout the day.
2016-10-07 12:00:00.000 +0200,Mostly Cloudy,rain,9.894444444,7.966666667,0.86,13.7011,30,9.9015,0,1017.14,Mostly cloudy throughout the day.
2016-10-07 13:00:00.000 +0200,Mostly Cloudy,rain,9.95,8.038888889,0.85,13.6045,11,9.982,0,1016.75,Mostly cloudy throughout the day.
2016-10-07 14:00:00.000 +0200,Mostly Cloudy,rain,10.37222222,10.37222222,0.81,13.1698,11,10.3523,0,1016.37,Mostly cloudy throughout the day.
2016-10-07 15:00:00.000 +0200,Mostly Cloudy,rain,9.094444444,6.75,0.87,15.4882,10,9.982,0,1016.34,Mostly cloudy throughout the day.
2016-10-07 16:00:00.000 +0200,Overcast,rain,9.027777778,7.1,0.82,12.3165,352,9.982,0,1016.53,Mostly cloudy throughout the day.
2016-10-07 17:00:00.000 +0200,Overcast,rain,9.105555556,6.838888889,0.82,14.9086,2,12.0428,0,1016.38,Mostly cloudy throughout the day.
2016-10-07 18:00:00.000 +0200,Mostly Cloudy,rain,7.838888889,5.9,0.88,10.9319,350,12.2521,0,1015.97,Mostly cloudy throughout the day.
2016-10-07 19:00:00.000 +0200,Mostly Cloudy,rain,7.75,5.772222222,0.88,10.9963,332,12.2199,0,1016.16,Mostly cloudy throughout the day.
2016-10-07 20:00:00.000 +0200,Mostly Cloudy,rain,7.183333333,5.227777778,0.91,10.2557,335,9.982,0,1016.21,Mostly cloudy throughout the day.
2016-10-07 21:00:00.000 +0200,Mostly Cloudy,rain,7.127777778,5.055555556,0.93,10.8031,340,8.1305,0,1016.48,Mostly cloudy throughout the day.
2016-10-07 22:00:00.000 +0200,Overcast,rain,5.794444444,5.794444444,0.93,3.22,300,8.1305,0,1017.55,Mostly cloudy throughout the day.
2016-10-07 23:00:00.000 +0200,Overcast,rain,7.105555556,5.111111111,0.9,10.4006,340,8.3398,0,1017.02,Mostly cloudy throughout the day.
